ZIP,LAT,LNG,DIST,POPULATION,IMPACT,POP_DENSITY
29320,34.958401,-81.99367600000002,421.79112419626466,530,LOW,LOW
29321,34.714655,-81.741066,395.6610618276627,2596,LOW,LOW
29322,35.121041,-82.132234,437.2115777811852,8781,LOW,LOW
29323,35.126341,-81.907463,417.24448952251396,14446,LOW,MEDIUM
29324,34.983686,-81.826635,407.1851065984192,167,LOW,LOW
29325,34.465141,-81.849816,404.0731786808463,15222,LOW,MEDIUM
29329,34.994511,-81.835995,408.22169551421365,278,LOW,LOW
29330,35.052634000000005,-81.804153,406.47587008612834,8401,LOW,LOW
29331,34.651836,-81.84408499999998,404.485511068483,142,LOW,LOW
29332,34.27876,-81.97036700000002,415.27156766365846,2435,LOW,LOW
29333,34.971201,-81.910226,414.48760917589794,374,LOW,LOW
29334,34.905551,-82.124414,432.7861201026298,11331,LOW,MEDIUM
29335,34.646696,-81.90446899999998,409.95623977207805,5654,LOW,LOW
29338,35.135513,-82.001598,425.84097103262735,85,LOW,LOW
29340,34.972313,-81.58591700000002,385.3453022772328,20763,LOW,MEDIUM
29341,35.111909999999995,-81.713162,399.6033841104057,19330,LOW,MEDIUM
29346,34.945078,-81.836373,407.3937002325307,307,LOW,LOW
29349,35.067335,-82.068095,430.41262190424186,30129,LOW,HIGH
29351,34.42103400000001,-81.80804499999998,400.1761492676892,1563,LOW,LOW
29353,34.830741,-81.648604,388.6700642855755,4174,LOW,LOW
29355,34.289571,-81.826418,402.015758724813,810,LOW,LOW
29356,35.142074,-82.280831,450.92496276170164,8074,LOW,LOW
29360,34.49869,-82.05105400000002,422.59766536022306,20977,LOW,MEDIUM
29364,34.76248,-81.470669,371.62692169067896,592,LOW,LOW
29365,34.980991,-82.171853,438.2193130201697,10146,LOW,MEDIUM
29368,35.081579,-81.863411,412.3660615357562,68,LOW,LOW
29369,34.86562,-82.019463,422.7321285653327,13044,LOW,MEDIUM
29370,34.373805,-81.96336099999998,414.42375485198863,1045,LOW,LOW
29372,34.901769,-81.71127800000002,395.4043747237089,4507,LOW,LOW
29373,34.924482,-81.74754399999998,399.0449355867705,297,LOW,LOW
29374,34.784549,-81.853472,406.64853006085593,3534,LOW,LOW
29375,34.861302,-82.113804,431.21986119107646,95,LOW,LOW
29376,34.811382,-81.94421899999998,415.2096071097379,6909,LOW,LOW
29377,34.930629,-82.095109,430.50643394074007,761,LOW,LOW
29378,34.966907,-81.968539,419.66659645446913,207,LOW,LOW
29379,34.68235,-81.608729,383.2924837758953,19186,LOW,MEDIUM
29384,34.340247999999995,-82.090128,426.10270783990046,3945,LOW,LOW
29385,34.972963,-82.101417,431.7402322986437,7221,LOW,LOW
29388,34.764315,-82.04463299999998,423.7929612867213,14470,LOW,MEDIUM
29401,32.77718,-79.932,286.66802166665246,10895,LOW,MEDIUM
29403,32.8059,-79.94318,285.58077854813143,20818,LOW,MEDIUM
29404,32.898999,-80.049739,287.72449765438864,1348,LOW,LOW
29405,32.856252000000005,-79.981994,285.2207154472486,26328,LOW,HIGH
29406,32.937267,-80.03524499999997,284.24175962255845,29314,LOW,HIGH
29407,32.79893,-79.997803,290.1474892574909,34827,LOW,HIGH
29409,32.796088,-79.960493,287.53026110000616,2100,LOW,LOW
29410,32.93271,-80.00298199999997,282.0120869039759,17816,LOW,MEDIUM
29412,32.711469,-79.952603,292.66700685707,35850,LOW,HIGH
29414,32.839966,-80.089182,294.4636221904951,31883,LOW,HIGH
29418,32.909523,-80.094219,290.53608576874933,23540,LOW,MEDIUM
29420,32.931762,-80.10072199999998,289.69641133536027,21834,LOW,MEDIUM
29423,32.97876,-80.071205,284.5651931756769,956,LOW,LOW
29424,32.783637,-79.937365,286.6330072931916,389,LOW,LOW
29426,32.797191999999995,-80.370638,318.9932238701368,1741,LOW,LOW
29429,32.973563,-79.65011700000002,252.5006085031907,2737,LOW,LOW
29431,33.278777000000005,-79.882079,252.60438967595385,6071,LOW,LOW
29432,33.231512,-80.80886600000002,333.05410271353156,2853,LOW,LOW
29434,33.140888000000004,-79.843725,257.0541531294887,537,LOW,LOW
29435,32.972972,-80.466445,316.6469277257695,4122,LOW,LOW
29436,33.315358,-80.18725,276.2795370159333,4471,LOW,LOW
29437,33.139994,-80.43175600000002,305.18205615959783,2380,LOW,LOW
29438,32.564708,-80.32239,330.0635187187861,2408,LOW,LOW
29439,32.647997,-79.96007900000002,297.6284727546807,2399,LOW,LOW
29440,33.38111,-79.32976,202.34398348757398,28469,MEDIUM,HIGH
29445,32.997547999999995,-79.96664100000002,275.21964582807306,53588,LOW,HIGH
29446,32.630668,-80.55151,343.30782071849757,1138,LOW,LOW
29448,33.25557,-80.45272800000002,301.5160747744224,2356,LOW,LOW
29449,32.700369,-80.287056,318.5162401095367,7749,LOW,LOW
29450,33.065935,-79.78419699999998,256.82044185850356,3105,LOW,LOW
29451,32.822611,-79.754581,270.4789464935027,4205,LOW,LOW
29452,32.677951,-80.46146800000002,333.3787797995557,394,LOW,LOW
29453,33.225592,-79.642781,236.18342992104192,1252,MEDIUM,LOW
29455,32.624718,-80.040587,305.11699483327214,20478,LOW,MEDIUM
29456,32.985877,-80.11544,287.6480684911199,27864,LOW,HIGH
29458,33.093336,-79.461188,230.42023851903122,2713,MEDIUM,LOW
29461,33.159784,-80.00753900000002,269.17804820281765,30141,LOW,HIGH
29464,32.816699,-79.858222,278.5202646776082,43649,LOW,HIGH
29466,32.877758,-79.792013,269.48808454860784,28725,LOW,HIGH
29468,33.425634,-80.056991,260.26458234379703,2107,LOW,LOW
29469,33.257863,-80.05637,268.0725177221519,855,LOW,LOW
29470,32.826929,-80.253739,308.0307229788764,4232,LOW,LOW
29471,33.192675,-80.670417,322.8673617713327,1537,LOW,LOW
29472,33.045536,-80.326698,301.34005864637254,9416,LOW,LOW
29474,32.884258,-80.523838,326.1673098910917,2176,LOW,LOW
29475,32.957264,-80.80648000000002,345.5055494015516,2874,LOW,LOW
29477,33.163169,-80.56521,315.28567309995015,6789,LOW,LOW
29479,33.380638,-79.890574,248.23210061486458,7337,MEDIUM,LOW
29481,33.108529,-80.800481,337.734197777545,1841,LOW,LOW
29482,32.764502,-79.854987,281.84714359329166,1791,LOW,LOW
29483,33.057779,-80.18290999999998,288.9787422144356,66731,LOW,HIGH
29485,32.947923,-80.189918,295.77728382906207,45057,LOW,HIGH
29487,32.657682,-80.183948,313.4870456069032,2725,LOW,LOW
29488,32.906763,-80.672836,337.073395667483,22220,LOW,MEDIUM
29492,32.903802,-79.911163,276.7671489475873,10262,LOW,MEDIUM
29493,33.034143,-80.842844,344.79135198489854,117,LOW,LOW
29501,34.205933,-79.82625999999998,218.75495253542758,43220,MEDIUM,HIGH
29505,34.130066,-79.68889300000002,206.91499172589118,24279,MEDIUM,MEDIUM
29506,34.221377000000004,-79.650336,202.50092047927615,20960,MEDIUM,MEDIUM
29510,33.454312,-79.61312099999998,221.48334454566702,11060,MEDIUM,MEDIUM
29511,33.975732,-79.122716,158.5407879427883,5146,MEDIUM,LOW
29512,34.619033,-79.718041,210.67623553574848,19514,MEDIUM,MEDIUM
29516,34.437453999999995,-79.63464,200.98668342693998,829,MEDIUM,LOW
29518,33.788608,-79.847975,228.591682196714,1232,MEDIUM,LOW
29519,34.018637,-79.359821,178.8206358723919,285,MEDIUM,LOW
29520,34.679486,-79.92729200000002,230.63312805639134,14617,MEDIUM,MEDIUM
29525,34.552415,-79.540885,193.5930261131113,2029,MEDIUM,LOW
29526,33.847406,-78.94709300000002,147.41209924348496,39033,LOW,HIGH
29527,33.785083,-79.140176,166.5487057463373,22027,MEDIUM,MEDIUM
29530,33.996055,-79.740075,213.73038788894937,2915,MEDIUM,LOW
29532,34.280331,-79.869336,222.30964142468952,20871,MEDIUM,MEDIUM
29536,34.419502,-79.373048,176.91982458875773,17722,MEDIUM,MEDIUM
29540,34.377298,-79.84618499999998,220.12844980844588,5599,MEDIUM,LOW
29541,34.064949,-79.74075,212.56771816657147,9465,MEDIUM,LOW
29543,34.287605,-79.265927,166.8705420776089,606,MEDIUM,LOW
29544,33.926098,-79.255583,171.7951523666588,4909,MEDIUM,LOW
29545,34.16366,-78.966477,140.45817147508274,1657,LOW,LOW
29546,33.883845,-79.349409,181.39467248516576,2834,MEDIUM,LOW
29547,34.496287,-79.334829,174.11821578215105,2917,MEDIUM,LOW
29550,34.399975,-80.082806,241.89269153419193,32284,MEDIUM,HIGH
29554,33.70405,-79.381598,190.61926519220827,9332,MEDIUM,LOW
29555,33.845583000000005,-79.483856,194.50039134366094,6440,MEDIUM,LOW
29556,33.668227,-79.763139,225.10798733452617,12870,MEDIUM,MEDIUM
29560,33.827895,-79.742142,218.00777129507063,13664,MEDIUM,MEDIUM
29563,34.353365999999994,-79.208673,161.5739963713279,2676,MEDIUM,LOW
29564,33.449386,-79.84840799999998,241.4722306416807,985,MEDIUM,LOW
29565,34.358052,-79.499289,188.2566363572553,7127,MEDIUM,LOW
29566,33.873402,-78.666957,122.40680410972419,15179,LOW,MEDIUM
29567,34.560972,-79.432683,183.89694149732478,564,MEDIUM,LOW
29568,33.913616,-78.750292,127.81304126869635,12224,LOW,MEDIUM
29569,34.032632,-78.911583,138.12780136734372,15951,LOW,MEDIUM
29570,34.667866,-79.56270699999997,197.58244018445924,3913,MEDIUM,LOW
29571,34.135123,-79.42504100000002,182.72595439299496,15622,MEDIUM,MEDIUM
29572,33.772568,-78.785662,137.11178180864988,7893,LOW,LOW
29574,34.165413,-79.26083100000002,167.32944071286894,11909,MEDIUM,MEDIUM
29575,33.629132,-78.970412,159.66710316486947,15512,MEDIUM,MEDIUM
29576,33.562090000000005,-79.061087,170.64448577608943,24446,MEDIUM,MEDIUM
29577,33.698452,-78.902659,150.49406024780114,26996,MEDIUM,HIGH
29579,33.753481,-78.916375,148.91144438276515,32180,LOW,HIGH
29580,33.653101,-79.551975,207.36472127515992,1450,MEDIUM,LOW
29581,34.195802,-79.113483,153.50136729667284,4650,MEDIUM,LOW
29582,33.838529,-78.660551,123.50293112248652,14622,LOW,MEDIUM
29583,33.977851,-79.571077,198.8071184627193,5438,MEDIUM,LOW
29584,34.583313000000004,-80.065768,241.72359867416753,2563,MEDIUM,LOW
29585,33.520097,-79.13580300000002,178.97583809303495,13606,MEDIUM,MEDIUM
29588,33.671137,-79.02427,161.89394151456352,36499,MEDIUM,HIGH
29590,33.56892,-79.84869599999998,236.365642219774,3677,MEDIUM,LOW
29591,33.937999,-79.76229000000002,216.97426209461258,5467,MEDIUM,LOW
29592,34.264635,-79.48386500000002,186.97100065348855,1197,MEDIUM,LOW
29593,34.493107,-79.856964,221.7385025544735,1954,MEDIUM,LOW
29594,34.640233,-79.57736,198.34839244066157,121,MEDIUM,LOW
29596,34.744162,-79.83073900000002,223.26840876799804,2424,MEDIUM,LOW
29601,34.847112,-82.402264,457.20250879650456,10550,LOW,MEDIUM
29605,34.774425,-82.37661,454.0919414450589,34414,LOW,HIGH
29607,34.81279,-82.331714,450.40823406701713,34487,LOW,HIGH
29609,34.912592,-82.38817,456.7470387378816,27722,LOW,HIGH
29611,34.830934,-82.458497,462.12427245024423,28799,LOW,HIGH
29613,34.924255,-82.440488,461.63941634022603,2334,LOW,LOW
29614,34.873771000000005,-82.36314899999998,453.9767594216577,2720,LOW,LOW
29615,34.856825,-82.296139,447.69111385522257,35151,LOW,HIGH
29617,34.911021000000005,-82.46809499999998,463.9618624884401,25685,LOW,HIGH
29620,34.182407,-82.425607,457.56036945451433,12934,LOW,MEDIUM
29621,34.506671000000004,-82.605272,473.390963969593,39101,LOW,HIGH
29624,34.435943,-82.624115,475.0314374504539,14610,LOW,MEDIUM
29625,34.555099,-82.765677,488.20932903570684,27538,LOW,HIGH
29626,34.460802,-82.756514,487.1850154883491,12364,LOW,MEDIUM
29627,34.518602,-82.476359,461.61096481679056,18367,LOW,MEDIUM
29628,34.089135,-82.559262,470.5355551009527,2759,LOW,LOW
29630,34.738673,-82.799161,492.26382716167046,14186,LOW,MEDIUM
29631,34.681593,-82.817762,493.56404130885244,13318,LOW,MEDIUM
29634,34.67527800000001,-82.835901,495.1815643198396,5589,LOW,LOW
29635,35.077658,-82.626703,480.77074026753263,1254,LOW,LOW
29638,34.363867,-82.338204,448.8367064047769,2944,LOW,LOW
29639,34.303669,-82.428794,457.28561679897825,1742,LOW,LOW
29640,34.87771,-82.57542099999998,473.272391563884,30574,LOW,HIGH
29642,34.776943,-82.563722,471.14276284719466,29561,LOW,HIGH
29643,34.516357,-82.996359,509.2382892524045,2756,LOW,LOW
29644,34.668418,-82.190145,436.18889559202074,18578,LOW,MEDIUM
29645,34.588013000000004,-82.127041,429.91495911296437,9982,LOW,LOW
29646,34.136053000000004,-82.14846999999997,432.43492902238813,28159,LOW,HIGH
29649,34.238919,-82.14501899999998,431.477435893234,26235,LOW,HIGH
29650,34.898138,-82.25806700000003,444.77545741519845,32632,LOW,HIGH
29651,35.02383,-82.27956400000002,448.6292036668852,42844,LOW,HIGH
29653,34.306003000000004,-82.232469,439.2521127052631,4811,LOW,LOW
29654,34.460528000000004,-82.361886,451.0060068427383,9937,LOW,LOW
29655,34.264095000000005,-82.64049200000002,476.8682462657311,7796,LOW,LOW
29657,34.767066,-82.686594,482.24011768624644,15116,LOW,MEDIUM
29658,34.760705,-83.284526,536.6733062232212,333,LOW,LOW
29659,34.20977,-82.64698800000002,477.7295929531788,118,LOW,LOW
29661,35.147593,-82.529539,473.29612853287847,5648,LOW,LOW
29662,34.778208,-82.301835,447.32751433667613,15090,LOW,MEDIUM
29664,34.860889,-83.15755300000002,525.950954546345,1808,LOW,LOW
29665,34.724825,-82.914632,502.69066932629636,127,LOW,LOW
29666,34.113326,-81.979552,417.11056087138587,6590,LOW,LOW
29667,34.764792,-82.75669,488.6045236829268,269,LOW,LOW
29669,34.638704,-82.412542,456.2951544462393,12387,LOW,MEDIUM
29670,34.643978999999995,-82.723237,484.71079156521864,8673,LOW,LOW
29671,34.934777000000004,-82.728691,487.8667287212196,18030,LOW,MEDIUM
29672,34.751278000000006,-82.934285,504.677206324697,11868,LOW,MEDIUM
29673,34.715864,-82.45551999999998,460.7584324334389,25348,LOW,HIGH
29676,34.950446,-82.98348100000003,511.13894943296015,5201,LOW,LOW
29678,34.63447,-82.937301,504.2247664799092,21676,LOW,MEDIUM
29680,34.685122,-82.288811,445.3160491626439,27285,LOW,HIGH
29681,34.767679,-82.225003,440.2325275920042,46979,LOW,HIGH
29682,34.836191,-82.853397,498.06144756203247,3818,LOW,LOW
29683,35.029999,-82.494173,468.05626208643116,291,LOW,LOW
29684,34.379432,-82.718704,483.73628923138494,4862,LOW,LOW
29685,34.991238,-82.842298,498.895549750985,1230,LOW,LOW
29686,34.958106,-83.053044,517.5339826541442,1027,LOW,LOW
29687,34.986636,-82.327451,452.33859700880095,39561,LOW,HIGH
29689,34.534253,-82.868342,497.5510289178594,3889,LOW,LOW
29690,35.059806,-82.417198,461.6244239450217,20914,LOW,MEDIUM
29691,34.783465,-83.083658,518.5403344487505,11333,LOW,MEDIUM
29692,34.41263,-82.219492,437.913684200908,4856,LOW,LOW
29693,34.644394,-83.152437,523.9356187367247,14215,LOW,MEDIUM
29696,34.781122,-83.008462,511.6721981425985,4125,LOW,LOW
29697,34.625593,-82.548639,468.6559971714786,12207,LOW,MEDIUM
29702,35.116068,-81.473073,378.3396943599977,10059,LOW,MEDIUM
29704,34.83212,-80.90979200000002,321.9561226896698,3721,LOW,LOW
29706,34.715558,-81.23453,349.60301465607995,19847,LOW,MEDIUM
29707,34.974384,-80.862388,320.6624494199449,17742,LOW,MEDIUM
29708,35.048705,-80.98711800000002,333.5596691451483,25035,LOW,HIGH
29709,34.720167,-80.098457,246.8153737882541,6498,MEDIUM,LOW
29710,35.106284,-81.221471,355.7837766804448,29449,LOW,HIGH
29712,34.797965999999995,-80.975531,327.3011105653412,2317,LOW,LOW
29714,34.712239000000004,-80.915313,320.5751604217266,2927,LOW,LOW
29715,35.009844,-80.92873900000002,327.4140703541405,24823,LOW,MEDIUM
29717,34.950733,-81.448844,372.628041863676,1251,LOW,LOW
29718,34.624163,-80.331295,266.382700346679,3856,LOW,LOW
29720,34.740563,-80.732729,304.43851875478157,46041,LOW,HIGH
29724,34.773948,-81.011121,330.1399940916578,43,LOW,LOW
29726,34.860843,-81.236135,351.8682239617611,1750,LOW,LOW
29727,34.719265,-80.264601,261.77975516247324,1650,LOW,LOW
29728,34.76495300000001,-80.40055799999998,274.8631469009462,10301,LOW,MEDIUM
29729,34.689134,-81.00676,328.5851996919173,2271,LOW,LOW
29730,34.889889000000004,-81.017848,332.7542827411192,52365,LOW,HIGH
29732,34.971166,-81.081284,340.11428847449463,53781,LOW,HIGH
29733,34.939585,-81.031961,335.0256368275548,1751,LOW,LOW
29741,34.725288,-80.195526,255.65729504504736,2082,LOW,LOW
29742,34.869975,-81.392257,366.1016447544774,2460,LOW,LOW
29743,35.012139000000005,-81.390396,368.6220151175037,1071,LOW,LOW
29745,34.990942,-81.214095,352.41065320665786,28919,LOW,HIGH
29801,33.588993,-81.697037,399.98239527819106,26778,LOW,HIGH
29803,33.490342,-81.762819,408.4729951731912,36843,LOW,HIGH
29805,33.647579,-81.604076,390.1697877076258,5864,LOW,LOW
29809,33.418902,-81.69249,404.196545886218,2206,LOW,LOW
29810,32.986368,-81.37810999999998,392.4851314151704,4990,LOW,LOW
29812,33.231937,-81.428404,386.9650551825248,11864,LOW,MEDIUM
29816,33.500764000000004,-81.871584,417.98115592289986,1033,LOW,LOW
29817,33.370534,-81.273172,368.4034455696583,4913,LOW,LOW
29819,34.044227,-82.227378,440.5000975440408,1523,LOW,LOW
29821,33.643047,-82.107049,435.873873391054,1487,LOW,LOW
29824,33.819697999999995,-81.99337,422.1150941570711,8535,LOW,LOW
29826,33.385382,-81.359584,375.56991196162005,164,LOW,LOW
29827,32.963155,-81.253906,382.91136018467654,4624,LOW,LOW
29828,33.522812,-81.828197,413.49411124776043,1003,LOW,LOW
29829,33.57472,-81.857718,414.8503725242039,8651,LOW,LOW
29831,33.297451,-81.799578,417.5153639209565,4146,LOW,LOW
29832,33.838994,-81.803656,404.4689074294533,5335,LOW,LOW
29834,33.51293,-81.856747,416.3247164897247,1687,LOW,LOW
29835,33.919499,-82.28897099999998,447.6294705082479,6566,LOW,LOW
29836,33.126708,-81.55712700000002,402.19827296541183,482,LOW,LOW
29838,33.747484,-82.15108000000002,437.78624939597483,501,LOW,LOW
29840,34.007202,-82.521302,467.8557451565315,251,LOW,LOW
29841,33.526407,-81.939337,423.425137793673,32494,LOW,HIGH
29842,33.457043,-81.86071,418.1858067286258,7675,LOW,LOW
29843,33.182069,-81.179772,367.16130906458415,1291,LOW,LOW
29844,33.769606,-82.241925,445.6709683116743,123,LOW,LOW
29845,33.817844,-82.20142299999998,441.14755318360363,1104,LOW,LOW
29847,33.704138,-81.847277,410.9820329301001,5480,LOW,LOW
29848,33.970417,-82.075911,427.4479767090756,751,LOW,LOW
29849,33.103626,-81.23834699999998,375.4422611358661,294,LOW,LOW
29850,33.609668,-81.816976,410.3270304300441,111,LOW,LOW
29851,33.507439,-81.81178299999998,412.4191235369972,7524,LOW,LOW
29853,33.403112,-81.42264399999998,380.6036992020134,6580,LOW,LOW
29856,33.485256,-81.511831,386.0871784191636,3255,LOW,LOW
29860,33.614687,-81.984429,425.377070214593,14450,LOW,MEDIUM
29899,33.928023,-82.250602,444.0005190682643,1244,LOW,LOW
29902,32.334933,-80.684304,372.56106322862144,14779,LOW,MEDIUM
29904,32.457441,-80.717905,367.0767808761459,659,LOW,LOW
29905,32.351589000000004,-80.68221700000002,371.28966482012515,3054,LOW,LOW
29906,32.445112,-80.752875,370.54977520133406,21765,LOW,MEDIUM
29907,32.474692,-80.599222,356.8977116229363,12570,LOW,MEDIUM
29909,32.336836,-80.847799,384.79110932380036,16394,LOW,MEDIUM
29910,32.214521000000005,-80.89157,396.17959271388384,33954,LOW,HIGH
29911,32.94116,-81.141681,374.41234259932196,1725,LOW,LOW
29912,32.584548,-80.928494,375.76415892554684,42,LOW,LOW
29915,32.122105,-80.856036,399.83318022386226,416,LOW,LOW
29916,32.718462,-80.96710300000002,371.2824185108579,1533,LOW,LOW
29918,32.744462,-81.247365,392.9496131701102,5278,LOW,LOW
29920,32.364221,-80.553611,360.83489435874986,9481,LOW,LOW
29921,32.682581,-81.17290899999998,390.04510710574135,227,LOW,LOW
29922,32.625831,-81.277273,401.6478041766124,1214,LOW,LOW
29923,32.859518,-81.246422,387.14219876081336,392,LOW,LOW
29924,32.876884999999994,-81.111209,374.9459660915534,4331,LOW,LOW
29926,32.238246999999994,-80.740263,383.282393892719,23742,LOW,MEDIUM
29927,32.226776,-81.05787600000002,407.96931349046685,8237,LOW,LOW
29928,32.16317100000001,-80.755765,389.60826712516797,16110,LOW,MEDIUM
29929,32.927872,-80.938536,357.98469560815613,1135,LOW,LOW
29932,32.818148,-81.348641,397.74229464797725,269,LOW,LOW
29934,32.591590999999994,-81.107381,389.7097400834944,1172,LOW,LOW
29935,32.383349,-80.693678,370.04587338580893,3685,LOW,LOW
29936,32.482042,-80.971987,385.3058174428747,13354,LOW,MEDIUM
29939,32.672512,-81.244025,396.42431144553024,302,LOW,LOW
29940,32.54591,-80.713616,361.17010093183654,3967,LOW,LOW
29941,32.55030900000001,-80.806715,368.17552957099286,497,LOW,LOW
29943,32.479249,-81.192323,402.96504731591426,477,LOW,LOW
29944,32.795699,-81.034521,372.68045213480616,5118,LOW,LOW
29945,32.673313,-80.76593199999998,357.6255575701866,4841,LOW,LOW
